0,1,2,3,4,5,6,7,8,9,10
18,69577,1.0,"[25,75]","[1000,0]",[100],[240],practice_problem_a,14277.0," Please speak your thoughts out loud while making a decision . Win 1000 dollars with a 25 percent chance , it was 240 dollars with a 100 percent chance . I am going to go with a 100 percent chance of money .",43.0
19,69577,0.0,"[80,20]","[-500,0]",[100],[-400],practice_problem_b,11613.0,lose 500 dollars with an 80 percent chance to lose 400 dollars with a 100 percent chance because there is only a 100 dollar difference where it goes 20 percent chance,31.0
21,69577,0.0,"[50,50]","[-1000,0]",[100],[-500],problem12,10947.0,Lose a 1000 dollars with 50 percent chance lose 500 with 100 percent chance . So were going to go with 0 .,23.0
22,69577,0.0,"[0.1,99.9]","[-6000,0]","[0.2,99.8]","[-3000,0]",problem8p,10393.0, Lose 6000 . We are going to go lose 0 dollars .,12.0
23,69577,1.0,"[80,20]","[4000,0]",[100],[3000],problem3,7134.0,Lose ,1.0
24,69577,0.0,"[0.1,99.9]","[6000,0]","[0.2,99.8]","[3000,0]",problem8,12092.0, Lose 6000 . We are going to go lose 0 dollars .,12.0
25,69577,0.0,"[0.1,99.9]","[-5000,0]",[100],[-5],problem14p,10965.0," We are going to go that one . Lose 5000 with 21 percent , lose 5 dollars with 100 percent . We are going to go .",27.0
26,69577,0.0,"[20,80]","[-4000,0]","[25,75]","[-3000,0]",problem4p,8533.0," That one we lose 4000 with 20 percent , or we lose 3000 with 25 percent .",17.0
27,69577,0.0,"[25,75]","[-6000,0]","[25,25,50]","[-4000,-2000,0]",problem13p,9683.0, That one . Lose 6000 . That is one of the greater chances .,14.0
28,69577,1.0,"[20,80]","[4000,0]","[25,75]","[3000,0]",problem4,7942.0," That one we lose 4000 with 20 percent , or we lose 3000 with 25 percent .",17.0
29,69577,1.0,"[25,75]","[6000,0]","[25,25,50]","[4000,2000,0]",problem13,11432.0, That one . Lose 6000 . That is one of the greater chances .,14.0
30,69577,1.0,"[50,50]","[1000,0]",[100],[500],problem11,5665.0," So , we are going to get 15 percent of winning . Any time there is guaranteed money .",19.0
31,69577,0.0,"[80,20]","[-4000,0]",[100],[-3000],problem3p,5363.0,Lose ,1.0
32,69577,0.0,"[45,55]","[-6000,0]","[90,10]","[-3000,0]",problem7p,4773.0,That one just for the chances .,7.0
33,69577,1.0,"[50,50]","[1000,0]",[100],[450],problem0,2464.0,.,1.0
34,69577,0.0,"[0.1,99.9]","[5000,0]",[100],[5],problem14,8355.0," We are going to go that one . Lose 5000 with 21 percent , lose 5 dollars with 100 percent . We are going to go .",27.0
35,69577,1.0,"[33,66,1]","[2500,2400,0]",[100],[2400],problem1,9730.0," So , we are going to get 15 percent of winning . Any time there is guaranteed money .",19.0
36,69577,1.0,"[45,55]","[6000,0]","[90,10]","[3000,0]",problem7,7356.0,That one just for the chances .,7.0
37,69577,1.0,"[33,67]","[2500,0]","[34,66]","[2400,0]",problem2,5266.0,guaranteed money pretty much .,5.0
18,69586,0.0,"[25,75]","[1000,0]",[100],[240],practice_problem_a,37785.0," Okay , oh , win 1000 dollars with 25 percent chance or lose 0 dollars with 75 percent chance . Win 240 with 100 percent chance . Well , with 95 percent chance , I will get zero . So I will probably pick the first choice because it is a win win - win . If I win 1000 dollars and I win it , and if I do not , if I lose , then I have nothing to give . So I picked the second first one .",91.0
19,69586,0.0,"[80,20]","[-500,0]",[100],[-400],practice_problem_b,24593.0,"Um lose 500 dollars with 80 percent chance , or lose 0 dollars with 20 percent chance , or lose 400 dollars with 100 percent chance . Obviously I am going to pick the first one because both of these options are losing and I do not want to lose 400 dollars so I would probably pick the first one like maybe I am in that 20 percent chance where I do not have to lose anything .",78.0
21,69586,0.0,"[50,50]","[1000,0]",[100],[450],problem0,25523.0,"Win 1000 dollars with 50 percent chance okay I said this before I am going to do the first one because if I win , then I get 100 1000 dollars and if I lose then I do not have to pay anything although there is a 50 50 chance I would still I would still get the first one . The second one is obviously you get like 450 but like what if you are in that 50 percent chance that you actually get 1000 ? So",88.0
22,69586,1.0,"[20,80]","[4000,0]","[25,75]","[3000,0]",problem4,34320.0," Lose 4000 with 20 percent chance or lose 3000 with 25 percent chance first one , because that is there is a 5 percent difference ",25.0
23,69586,1.0,"[80,20]","[4000,0]",[100],[3000],problem3,8209.0,Lose 4000 dollars with 80 percent chance or lose I would definitely do the first one because the second you know you are losing 3000 who wants to lose 3000,30.0
24,69586,0.0,"[0.1,99.9]","[5000,0]",[100],[5],problem14,14028.0, Lose 5000 dollars  oh lose 5 dollars with 100 percent chance I mean 5 dollars is not a lot so I would definitely choose that one ,26.0
25,69586,1.0,"[33,67]","[2500,0]","[34,66]","[2400,0]",problem2,12192.0," Win 2500 33 percent chance or win 2400 34 . Well , it is just 100 dollar difference and there is 1 percent difference too , so I would pick the second one .",34.0
26,69586,1.0,"[50,50]","[1000,0]",[100],[500],problem11,15413.0, 500 is all yours . This is a tough one . I think I would go with 500 because my treadmill that I want to buy is for 500 so the definitely second one .,35.0
27,69586,0.0,"[45,55]","[-6000,0]","[90,10]","[-3000,0]",problem7p,16144.0," Lose 6 oh my God I would pick the first one because there is less chance in  and there is more chance than losing 3000 oh my God , this is a hard one I pick the first one .",40.0
28,69586,0.0,"[33,66,1]","[2500,2400,0]",[100],[2400],problem1,13605.0, 500 is all yours . This is a tough one . I think I would go with 500 because my treadmill that I want to buy is for 500 so the definitely second one .,35.0
29,69586,1.0,"[45,55]","[6000,0]","[90,10]","[3000,0]",problem7,12798.0," Lose 6 oh my God I would pick the first one because there is less chance in  and there is more chance than losing 3000 oh my God , this is a hard one I pick the first one .",40.0
30,69586,0.0,"[25,75]","[-6000,0]","[25,25,50]","[-4000,-2000,0]",problem13p,17860.0,Lose 600 oh my God or lose 4000 and lose 2000 that is 80 thousand what the that is losing 80 thousand 8 thousand dollars with a 50 percent chance I would go with the first one,37.0
31,69586,0.0,"[20,80]","[-4000,0]","[25,75]","[-3000,0]",problem4p,11716.0," Lose 4000 with 20 percent chance or lose 3000 with 25 percent chance first one , because that is there is a 5 percent difference ",25.0
32,69586,0.0,"[80,20]","[-4000,0]",[100],[-3000],problem3p,13076.0,Lose 4000 dollars with 80 percent chance or lose I would definitely do the first one because the second you know you are losing 3000 who wants to lose 3000,30.0
33,69586,0.0,"[0.1,99.9]","[-6000,0]","[0.2,99.8]","[-3000,0]",problem8p,12524.0,Lose 6000 dollars with 0 . 1 percent chance I would definitely do the first one because in second one there is 0 . 2 and it is still more than 0 . 1 .,35.0
34,69586,1.0,"[25,75]","[6000,0]","[25,25,50]","[4000,2000,0]",problem13,19159.0,Lose 600 oh my God or lose 4000 and lose 2000 that is 80 thousand what the that is losing 80 thousand 8 thousand dollars with a 50 percent chance I would go with the first one,37.0
35,69586,1.0,"[0.1,99.9]","[6000,0]","[0.2,99.8]","[3000,0]",problem8,12655.0,Lose 6000 dollars with 0 . 1 percent chance I would definitely do the first one because in second one there is 0 . 2 and it is still more than 0 . 1 .,35.0
36,69586,0.0,"[50,50]","[-1000,0]",[100],[-500],problem12,13043.0,"Lose 1000 dollars for 50 percent chance or lose 1000 dollars for 50 percent chance . It is the second one , I would definitely lose 500 and that is a lot of money .",35.0
37,69586,1.0,"[0.1,99.9]","[-5000,0]",[100],[-5],problem14p,10720.0, Lose 5000 dollars  oh lose 5 dollars with 100 percent chance I mean 5 dollars is not a lot so I would definitely choose that one ,26.0
18,69596,1.0,"[25,75]","[1000,0]",[100],[240],practice_problem_a,35981.0," Okay , win 1000 dollars with 25 percent chance lose 100 , 100 , lose 0 dollars with 75 percent chance win 240 dollars with 100 percent chance well obviously , I am going with the 240 dollars because I know and I can guarantee that I am going to get those 240 dollars .",55.0
19,69596,1.0,"[80,20]","[-500,0]",[100],[-400],practice_problem_b,3193.0,,0.0
21,69596,0.0,"[0.1,99.9]","[6000,0]","[0.2,99.8]","[3000,0]",problem8,45409.0,"  um lose 6000 lose 3000 with um , you know what I am going to take a risk Yeah , I am going to take a risk and do something different I will risk losing 3000 with just a slightly higher chance 0 . 2 percent chance ",47.0
22,69596,1.0,"[45,55]","[6000,0]","[90,10]","[3000,0]",problem7,42103.0," Lose 6000 45 percent chance , lose 0 with 55 , lose 3000 with 90 percent chance , lose , okay hmm I will I will take the chance with the 45 percent and lose 6000 because it is a lower risk than 90 . 90 is so high uh it is so high So I am going to go with , yeah , 6000 .",66.0
23,69596,0.0,"[0.1,99.9]","[-5000,0]",[100],[-5],problem14p,22541.0, Uh lose 5000 with  chance 5 dollars with 100 percent chance um I can risk losing 5000 dollars . The chances are low . The chances are low .,29.0
24,69596,0.0,"[80,20]","[-4000,0]",[100],[-3000],problem3p,28722.0," Um lose 4000 dollars with 80 percent chance lose 0 dollars with 20 percent chance lose 3000 dollars with 100 percent chance again I will go with the 4000 because even though 80 percent is still pretty high , it is not a complete guarantee that I will lose that 4 .",52.0
25,69596,1.0,"[0.1,99.9]","[-6000,0]","[0.2,99.8]","[-3000,0]",problem8p,28091.0,"  um lose 6000 lose 3000 with um , you know what I am going to take a risk Yeah , I am going to take a risk and do something different I will risk losing 3000 with just a slightly higher chance 0 . 2 percent chance ",47.0
26,69596,1.0,"[80,20]","[4000,0]",[100],[3000],problem3,13906.0," Um lose 4000 dollars with 80 percent chance lose 0 dollars with 20 percent chance lose 3000 dollars with 100 percent chance again I will go with the 4000 because even though 80 percent is still pretty high , it is not a complete guarantee that I will lose that 4 .",52.0
27,69596,0.0,"[20,80]","[-4000,0]","[25,75]","[-3000,0]",problem4p,34889.0, uh lose 4000 20 percent chance lose 0 dollars with 80 percent chance lose 3000 with 25 percent chance lose 0 dollars with 75 percent chance um I will go with the 4000 I will because 25 percent chance of losing 3000 dollars is a bit high for me ,49.0
28,69596,0.0,"[50,50]","[1000,0]",[100],[450],problem0,25920.0," 1000 dollars with 50 percent chance , lose 8 uh 8 uh 0 dollars with 50 percent chance uh win 450 with 100 percent chance , you know usually I would go with the guarantee , but I want to take a risk with the 50 percent chance . So I will go with that .",56.0
29,69596,0.0,"[50,50]","[-1000,0]",[100],[-500],problem12,43690.0," Uh Okay , 1000 dollars with 50 percent chance Lose 500 with 100 ... Oh , lose , not win . Lose 1000 dollars with 50 percent chance . Lose 0 dollars with 50 percent chance . Lose 500 dollars with 100 percent chance . Um ... Well , if I ... Losing the 500 dollars with 100 percent chance , that is like a guarantee , so ... I just ... I am going to take the risk of me losing 1000 dollars with a 50 percent ... Still ... It is still high , but not as high as 100 .",103.0
30,69596,0.0,"[25,75]","[-6000,0]","[25,25,50]","[-4000,-2000,0]",problem13p,63575.0," Um so lose 6000 with 25 percent chance . Lose 0 dollars with 75 percent chance . Lose 4000 dollars or lose 4000 dollars with 25 percent chance . Lose 2000 dollars with 25 percent chance . uh Or lose 0 dollars with 50 percent chance . Um hmm I will go with the lose 4000 . Mmm Well it all adds up with the same . 1 , 2 , 3 , 4 , 5 , 6 , yeah I mean they both add up to 6000 . Huh so I mean it really would not , hmm would not matter . I will go with the 6000 .",110.0
31,69596,1.0,"[33,66,1]","[2500,2400,0]",[100],[2400],problem1,30224.0," Um win 1000 with 50 percent chance lose 0 with 50 , win win 500 dollars with 100 percent chance , again , guarantee .",25.0
32,69596,0.0,"[45,55]","[-6000,0]","[90,10]","[-3000,0]",problem7p,35635.0," Lose 6000 45 percent chance , lose 0 with 55 , lose 3000 with 90 percent chance , lose , okay hmm I will I will take the chance with the 45 percent and lose 6000 because it is a lower risk than 90 . 90 is so high uh it is so high So I am going to go with , yeah , 6000 .",66.0
33,69596,0.0,"[33,67]","[2500,0]","[34,66]","[2400,0]",problem2,46623.0, um 2500 with 33 percent chance lose 0 with 67 percent chance win 2400 with 34 percent chance lose uh 0 dollars with 66 chance um I will go with the 120 oh I have a higher chance of getting the 2400 well Only slightly higher uh uh I will go with the 2500 with the 33 percent chance .,60.0
34,69596,1.0,"[50,50]","[1000,0]",[100],[500],problem11,13870.0," Um win 1000 with 50 percent chance lose 0 with 50 , win win 500 dollars with 100 percent chance , again , guarantee .",25.0
35,69596,1.0,"[20,80]","[4000,0]","[25,75]","[3000,0]",problem4,36198.0, uh lose 4000 20 percent chance lose 0 dollars with 80 percent chance lose 3000 with 25 percent chance lose 0 dollars with 75 percent chance um I will go with the 4000 I will because 25 percent chance of losing 3000 dollars is a bit high for me ,49.0
36,69596,1.0,"[0.1,99.9]","[5000,0]",[100],[5],problem14,11603.0, Uh lose 5000 with  chance 5 dollars with 100 percent chance um I can risk losing 5000 dollars . The chances are low . The chances are low .,29.0
37,69596,1.0,"[25,75]","[6000,0]","[25,25,50]","[4000,2000,0]",problem13,62961.0," Um so lose 6000 with 25 percent chance . Lose 0 dollars with 75 percent chance . Lose 4000 dollars or lose 4000 dollars with 25 percent chance . Lose 2000 dollars with 25 percent chance . uh Or lose 0 dollars with 50 percent chance . Um hmm I will go with the lose 4000 . Mmm Well it all adds up with the same . 1 , 2 , 3 , 4 , 5 , 6 , yeah I mean they both add up to 6000 . Huh so I mean it really would not , hmm would not matter . I will go with the 6000 .",110.0
18,69606,1.0,"[25,75]","[1000,0]",[100],[240],practice_problem_a,51483.0," Okay , so 1000 dollars 25 percent chance 0 75 percent chance we win 240 with 100 percent chance . Okay , so like I am not losing anything here , but how much do I want to gain with a certainty ? Well , I know I have poor chance of luck , but the 1000 dollars would be like really nice . But 240 dollars , will that be like 8 weeks of food for me ? 1000 dollars would be nice , but that is only 25 percent chance . But if I was doing it like a couple of times , I would totally choose the percentage , but I am only doing it once . Oh , I am going to go further for sure factor me the 240 dollars because that like that is money .",142.0
19,69606,1.0,"[80,20]","[-500,0]",[100],[-400],practice_problem_b,38440.0," Okay , 500 dollars , lose 500 dollars and 80 percent chance is 0 with 20 , lose 400 with 100 percent chance . Oh , I do not like losing . Um , well , do not like , okay , 20 percent chance is 0 , but 80 percent chance of 500 . I mean , I am going to most likely lose 500 because it is an 80 percent chance , an 80 percent like that is a high chance , but lose 400 with 100 percent . Um , I am going to just lose 400 with 100 percent chance because you know ,",108.0
21,69606,1.0,"[20,80]","[-4000,0]","[25,75]","[-3000,0]",problem4p,50356.0," All right , lose 4000 dollars with 20 percent chance , lose 0 dollars 80 percent chance , or lose 3000 dollars with 25 percent chance , or lose 0 dollars 75 percent chance . Well , there is more chance I lose nothing with the higher amount , but less , the lesser amount . umm I mean , it is , that is a lot of money . And they are relatively the same , like if you get the margin of error , it is somewhat the same . But , okay , I am going to choose , oh , do I want 75 percent ? I am going to go with the 75 percent chance because that has a lower chance . If I do lose it , I lose lower amount .",138.0
22,69606,0.0,"[80,20]","[4000,0]",[100],[3000],problem3,31790.0," Lose 4000 with 80 , lose 0 with 20 , lose 3000 with 100 percent . Ooh , ouch . I am going with the 80 , 20 ..",29.0
23,69606,1.0,"[0.1,99.9]","[5000,0]",[100],[5],problem14,38605.0,lose 5000 with . 1 hmmm I mean it again it is so its so low but when you attach the lose to it I am still going because like you again you are going to have to do that,40.0
24,69606,0.0,"[33,67]","[2500,0]","[34,66]","[2400,0]",problem2,25591.0," Win 2500 dollars with 33 percent , lose 0 with 67 , win 2400 with 34 percent lose , I mean , if you think about it , it is virtually the same percentages because they are so close together and you can get a margin of error . It is like , whatever , something for 25000 dollars .",60.0
25,69606,1.0,"[25,75]","[6000,0]","[25,25,50]","[4000,2000,0]",problem13,30008.0," getting money either way . Losing is when you get harder because you are losing it . Dang . Lose 6000 with 25 percent , lose 0 with 75 percent . Okay , not bad . Lose . Ooh . ummm I actually do not know what to think because like , uh , I am going to , well , so if you think about , um , see there 50 50 or 25 , I want to go with the 25 75 because there is a less amount of chance getting that .",95.0
26,69606,1.0,"[50,50]","[-1000,0]",[100],[-500],problem12,9669.0," a lot . lose a 1000 with 50 , lose 0 with 50 , lose 500 with 100 percent chance . I do not like 50 , 50 , i am going with 100 percent .",36.0
27,69606,0.0,"[0.1,99.9]","[6000,0]","[0.2,99.8]","[3000,0]",problem8,27495.0,"lose 6000 with a . 1 , lose 0 with 99 ... lose .. I mean I think I did already answered this one ? It seems like I already answered this one ...",34.0
28,69606,1.0,"[50,50]","[1000,0]",[100],[450],problem0,9628.0," Yeah . Win a 1000 with 50 , lose 0 with 50 win . Okay . Um , oh , I know I said hate 50 you know I am winning with a 100 percent chance .",37.0
29,69606,1.0,"[50,50]","[1000,0]",[100],[500],problem11,7063.0," win a 1000 with 50 , as same reasoning as before . It is a 100 percent chance .",19.0
30,69606,0.0,"[25,75]","[-6000,0]","[25,25,50]","[-4000,-2000,0]",problem13p,36925.0," getting money either way . Losing is when you get harder because you are losing it . Dang . Lose 6000 with 25 percent , lose 0 with 75 percent . Okay , not bad . Lose . Ooh . ummm I actually do not know what to think because like , uh , I am going to , well , so if you think about , um , see there 50 50 or 25 , I want to go with the 25 75 because there is a less amount of chance getting that .",95.0
31,69606,1.0,"[20,80]","[4000,0]","[25,75]","[3000,0]",problem4,22552.0," All right , lose 4000 dollars with 20 percent chance , lose 0 dollars 80 percent chance , or lose 3000 dollars with 25 percent chance , or lose 0 dollars 75 percent chance . Well , there is more chance I lose nothing with the higher amount , but less , the lesser amount . umm I mean , it is , that is a lot of money . And they are relatively the same , like if you get the margin of error , it is somewhat the same . But , okay , I am going to choose , oh , do I want 75 percent ? I am going to go with the 75 percent chance because that has a lower chance . If I do lose it , I lose lower amount .",138.0
32,69606,0.0,"[45,55]","[-6000,0]","[90,10]","[-3000,0]",problem7p,27186.0," lose 6000 with 45 percent and lose 0 with 55 percent chance . Okay , so it is like little more than 50 . lose , lose 3000 90 , or lose 0 with 10 percent . I do not like losing money , especially with Christmas around the corner . I am going to lose the 6000 , it is less .",63.0
33,69606,1.0,"[33,66,1]","[2500,2400,0]",[100],[2400],problem1,26384.0," win a 1000 with 50 , as same reasoning as before . It is a 100 percent chance .",19.0
34,69606,0.0,"[0.1,99.9]","[-5000,0]",[100],[-5],problem14p,18076.0,lose 5000 with . 1 hmmm I mean it again it is so its so low but when you attach the lose to it I am still going because like you again you are going to have to do that,40.0
35,69606,1.0,"[45,55]","[6000,0]","[90,10]","[3000,0]",problem7,17674.0," lose 6000 with 45 percent and lose 0 with 55 percent chance . Okay , so it is like little more than 50 . lose , lose 3000 90 , or lose 0 with 10 percent . I do not like losing money , especially with Christmas around the corner . I am going to lose the 6000 , it is less .",63.0
36,69606,0.0,"[0.1,99.9]","[-6000,0]","[0.2,99.8]","[-3000,0]",problem8p,16543.0,"lose 6000 with a . 1 , lose 0 with 99 ... lose .. I mean I think I did already answered this one ? It seems like I already answered this one ...",34.0
37,69606,0.0,"[80,20]","[-4000,0]",[100],[-3000],problem3p,12339.0," Lose 4000 with 80 , lose 0 with 20 , lose 3000 with 100 percent . Ooh , ouch . I am going with the 80 , 20 ..",29.0
18,69620,1.0,"[25,75]","[1000,0]",[100],[240],practice_problem_a,47204.0," Okay , um , thinking , oh , okay , thinking about this . So win 1000 with 25 percent chance lose 0 dollars with 75 percent chance or win 240 with 100 percent chance , okay , so winning 1000 with only 25 percent chance , I feel like that is just not very good at all . The 1000 dollars is a lot , but you have only got a 25 percent chance . But getting 240 just off the bat , honestly , I tend , uh I am not really , I do not really like gambling . I do not , so I do not really , I do not feel good about 25 percent odds . I will probably , if it was higher , maybe or at least half , but 25 percent I do not feel very good about it . I think I would want to do 240 with ",158.0
19,69620,0.0,"[80,20]","[-500,0]",[100],[-400],practice_problem_b,37579.0,"  Okay now it is lose lose 500 dollars with it . Oh wait , was the other one lose . I do not know now I am like questioning . Maybe I do not remember for some reason I thought it was win but maybe it was not . Oh god if it was lose . Okay , lose 500 with . Okay honestly difference between 400 and 500  s not that much but the difference between 500 and 0 is a lot . Like at that point like 100 dollars kind of hurts but I mean I do not honestly at that point I would rather at least have the chance to not lose anything .",117.0
21,69620,1.0,"[25,75]","[-6000,0]","[25,25,50]","[-4000,-2000,0]",problem13p,72768.0," Okay , lose 6000 dollars with 25 percent chance or lose 0 with 75 percent chance . Oh , oh , okay . Or lose 4000 , 25 percent chance , lose 2000 with 25 percent chance , lose 0 . Okay , so the losing 0 is , oh , oh gosh , this is hard . Okay , so losing 0 , so on the right , it is , there is a less chance of losing 0 , but there is less chance of losing money . Um Or like the money is lower on the right . Ooo Oh , gosh , I would probably , I feel like it is , mmm . I feel like 2000 , there is just such a big difference between like 2000 , 4000 , 6000 . Like 6000 is so much . Like that is a 2000 dollar difference , so that would be , that would be a lot . I mean , if you still have the option for 0 , I would probably do on the right because if you have , at least you still have the option for 0 . I mean , honestly , there is not that much of a difference between 50 and 75 . Yeah , I would probably do on the  ",223.0
22,69620,1.0,"[20,80]","[-4000,0]","[25,75]","[-3000,0]",problem4p,33719.0," Okay , lose 4000 with 20 percent chance lose 0 . Okay , so 80 percent 0 . Oh , I would feel like it makes more sense to do the one on the right because there is 3000 . Yeah , it is 1000 less , but the chance is only , the chance of losing 0 dollars is only 5 percent difference . I do not really care about percentages . I am not very good with math like that . But I feel like that makes more sense to do the losing less money .",98.0
23,69620,1.0,"[25,75]","[6000,0]","[25,25,50]","[4000,2000,0]",problem13,31869.0," Okay , lose 6000 dollars with 25 percent chance or lose 0 with 75 percent chance . Oh , oh , okay . Or lose 4000 , 25 percent chance , lose 2000 with 25 percent chance , lose 0 . Okay , so the losing 0 is , oh , oh gosh , this is hard . Okay , so losing 0 , so on the right , it is , there is a less chance of losing 0 , but there is less chance of losing money . Um Or like the money is lower on the right . Ooo Oh , gosh , I would probably , I feel like it is , mmm . I feel like 2000 , there is just such a big difference between like 2000 , 4000 , 6000 . Like 6000 is so much . Like that is a 2000 dollar difference , so that would be , that would be a lot . I mean , if you still have the option for 0 , I would probably do on the right because if you have , at least you still have the option for 0 . I mean , honestly , there is not that much of a difference between 50 and 75 . Yeah , I would probably do on the  ",223.0
24,69620,0.0,"[50,50]","[1000,0]",[100],[450],problem0,26564.0," Um okay , win 1000 for a 50 percent chance .  win 450 with 100 percent chance . Okay , again , oh , but 450 , there is a there is a big kind of a big difference between 450 and 1000 , I do not know . Um But only it is a 50 - 50 shot , uh honestly . Yeah , I mean , you are not you are not losing anything . I would probably ...",81.0
